"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000002878","PZ470073A","Arthur","Grace","Robinson","2004-08-11","Cash","Yes","935.23","14586.15","2025-07-03","2025-08-18","8057.85","-3398.01","660.09","48331.65","2025-08-30","Cancelled","Closed"
"ISA000002879","SW627889A","Olivia","Marie","Young","1948-07-19","Stock and Shares","No","13895.50","34.42","2026-01-04","2026-02-03","13207.40","1132.50","458.16","90536.65","2026-02-27","Cancelled","All funds withdrawn"
"ISA000002880","EW383695D","Oscar","Elizabeth","Wright","2001-06-16","Stock and Shares","No","5381.18","7866.27","2026-01-15","2026-01-16","12125.05","2702.88","92.34","60212.25","2026-02-08","Closed","Transferred in full"
"ISA000002881","KP703169C","Oliver","Joseph","Adams","1998-05-14","Stock and Shares","No","6293.63","1026.70","2025-06-12","2025-09-01","18055.65","3047.57","325.67","5845.27","2026-02-17","Cancelled","Void"
"ISA000002882","RR284495D","Daniel","Patrick","Scott","1975-08-05","Life Time ISA","No","380.26","11908.07","2025-04-17","2025-08-22","19500.49","-2912.73","274.06","16910.12","2026-02-01","Cancelled","Closed"
"ISA000002883","ES534888D","Ethan","Grace","Evans","1962-12-28","Stock and Shares","No","16846.50","2724.43","2025-10-04","2025-10-14","11532.11","3744.30","12.57","75839.74","2026-02-08","Cancelled","Transferred in full"
"ISA000002884","PR704898D","Isla","Jane","Bennett","1977-10-01","Stock and Shares","Yes","17677.27","15573.02","2025-04-26","2025-11-17","14248.35","524.64","979.66","88830.41","2026-03-13","Void","All funds withdrawn"
"ISA000002885","AL391253D","Jacob","Alice","Thomas","1996-08-20","Life Time ISA","Yes","17939.72","6567.67","2025-06-07","2025-06-22","14983.04","123.88","691.85","92943.74","2025-11-16","Void","All funds withdrawn"
"ISA000002886","CK760956D","Ethan","Patrick","Thomas","1967-07-14","Cash","Yes","10069.92","2586.83","2025-11-05","2026-03-31","12100.87","3491.63","562.32","91087.25","2026-04-05","Closed","Transferred in full"
"ISA000002887","BX633894A","Oscar","Rose","Harris","1989-03-29","Cash","Yes","6263.68","2944.44","2025-05-31","2025-06-09","10310.75","1284.38","79.94","69782.86","2025-12-19","Void","Cancelled"
"ISA000002888","CL302913B","Logan","Benjamin","Baker","1951-11-08","Cash","Yes","9666.39","15592.63","2025-09-26","2025-10-23","16847.29","1531.16","771.24","48504.94","2025-11-07","Closed","Void"
"ISA000002889","BJ880776A","Poppy","Alexander","Bailey","1972-03-31","Innovative Finance","Yes","1548.23","13805.85","2025-04-07","2025-04-18","17222.53","608.24","835.01","46784.49","2025-11-14","Void","All funds withdrawn"
"ISA000002890","LH207660D","Ruby","Grace","Davies","1973-11-14","Stock and Shares","No","14633.55","16881.42","2026-02-06","2026-03-30","8297.70","3818.56","650.40","58916.86","2026-04-05","Closed","Void"
"ISA000002891","RT335458D","Ava","Jane","Roberts","1958-11-18","Innovative Finance","Yes","3987.44","18799.04","2025-12-28","2026-02-07","17286.35","2994.81","698.46","66099.05","2026-02-27","Cancelled","Cancelled"
"ISA000002892","SM511617D","Grace","Thomas","Williams","2003-02-23","Innovative Finance","No","3962.72","6074.13","2025-09-22","2025-09-26","15276.16","1971.51","414.20","73835.87","2026-01-08","Closed","All funds withdrawn"
"ISA000002893","LA805725D","Ava","Ann","Parker","2005-01-26","Life Time ISA","No","13971.97","6253.00","2026-02-19","2026-02-20","2296.07","681.60","157.02","61293.76","2026-04-04","Void","Cancelled"
"ISA000002894","MM089087A","Sophia","Claire","Davies","1949-03-10","Life Time ISA","No","17779.67","19345.20","2025-11-14","2026-02-16","13596.08","1112.85","867.00","66545.62","2026-02-24","Closed","Closed"
"ISA000002895","SY200070D","Amelia","David","Johnson","1955-05-21","Innovative Finance","Yes","13028.41","1352.61","2025-12-01","2025-12-21","12337.74","2803.89","390.76","10215.42","2026-04-05","Cancelled","Void"
"ISA000002896","PY553677D","Thomas","Thomas","Thomas","1967-02-07","Cash","No","12484.72","1255.69","2025-12-06","2026-04-02","6829.67","1757.04","36.43","64143.53","2026-04-04","Void","All funds withdrawn"
"ISA000002897","SA725436B","Poppy","Claire","Mitchell","1955-08-23","Stock and Shares","No","7715.08","9056.44","2025-05-11","2025-10-31","15504.79","512.21","703.25","3892.89","2026-03-11","Void","All funds withdrawn"
"ISA000002898","LW614560D","Maya","Benjamin","Thompson","2003-05-17","Innovative Finance","No","5022.06","18618.70","2025-12-05","2026-03-26","10239.70","1993.64","-334.34","60328.38","2026-03-29","Cancelled","Void"
"ISA000002899","KS079895B","Elsie","Patrick","Davies","2007-09-19","Innovative Finance","Yes","9571.76","8459.40","2025-06-04","2026-02-10","9304.93","461.96","35.29","20748.90","2026-02-27","Cancelled","Closed"
"ISA000002900","ME514442D","Jack","Ann","Edwards","2004-02-28","Innovative Finance","No","5965.05","7649.72","2025-07-13","2025-11-19","9373.84","2625.58","-231.62","14907.82","2025-12-02","Cancelled","Void"
"ISA000002901","CN927772D","Jack","Olivia","Bailey","2005-08-05","Life Time ISA","Yes","15640.20","4820.16","2025-05-07","2025-08-21","18463.70","48.57","823.81","93205.95","2026-03-21","Void","All funds withdrawn"
"ISA000002902","HL204676A","Isla","Patrick","Thompson","1961-09-14","Stock and Shares","No","12776.26","16253.87","2025-08-15","2026-02-27","8503.73","2358.43","-884.26","79714.19","2026-03-08","Cancelled","Void"
"ISA000002903","JC413162D","Finley","Ann","Carter","1970-06-26","Life Time ISA","No","9464.55","3194.28","2025-05-19","2025-10-24","8620.58","-86.02","336.90","46221.70","2025-12-25","Closed","Void"
"ISA000002904","MB874730A","Ava","Michael","Wright","1952-01-13","Cash","No","5921.52","10445.45","2025-06-21","2025-12-14","16169.95","162.83","62.16","34541.62","2025-12-18","Closed","All funds withdrawn"
"ISA000002905","CX434146B","Daisy","Joseph","Allen","1944-08-03","Stock and Shares","No","1346.76","4537.58","2025-06-01","2026-02-08","4353.03","2171.25","-517.32","39403.66","2026-03-04","Closed","All funds withdrawn"
"ISA000002906","SY226399A","Mia","Ann","Phillips","1966-03-11","Stock and Shares","No","1066.55","8844.28","2025-09-09","2026-03-02","2838.65","1262.68","180.20","21274.59","2026-03-29","Void","All funds withdrawn"
"ISA000002907","HS764624B","Finley","Olivia","White","1958-01-04","Innovative Finance","No","16108.68","1746.24","2025-10-05","2025-12-15","19224.22","3630.27","-826.45","6521.67","2026-03-04","Void","All funds withdrawn"
"ISA000002908","EJ674549C","Amelia","Claire","Hall","2003-06-12","Cash","Yes","18418.85","16160.00","2025-09-27","2025-11-19","2147.76","-950.01","151.84","26688.90","2026-01-08","Cancelled","All funds withdrawn"
"ISA000002909","EE892577D","Oscar","William","Brown","1957-12-19","Innovative Finance","No","14794.55","16684.54","2026-01-12","2026-03-13","11339.94","1267.80","363.95","86597.22","2026-03-19","Void","Cancelled"
"ISA000002910","JY728389D","Mia","Patrick","Roberts","1971-12-20","Cash","No","12265.81","3724.44","2025-06-09","2025-11-30","7251.75","1556.67","345.04","14251.90","2026-03-06","Void","All funds withdrawn"
"ISA000002911","PE247088B","Ruby","Patrick","Young","1950-03-31","Life Time ISA","Yes","12039.40","1904.78","2026-02-04","2026-04-02","17022.45","-2166.24","-99.58","61261.72","2026-04-03","Cancelled","Closed"
"ISA000002912","WZ679335C","Hannah","Benjamin","Hughes","1955-04-19","Cash","Yes","18150.80","10344.00","2025-10-07","2025-10-13","11907.36","1842.13","-598.23","77667.84","2025-12-02","Void","All funds withdrawn"
"ISA000002913","KJ637195B","Evie","Patrick","Taylor","1979-12-05","Cash","Yes","4906.11","19666.76","2025-06-08","2025-11-04","2436.57","523.58","739.17","93291.95","2026-03-21","Void","All funds withdrawn"
"ISA000002914","PK844018B","Mia","Michael","Miller","1951-03-18","Stock and Shares","Yes","14623.54","11160.71","2025-12-25","2026-04-05","6082.67","1172.43","8.17","95948.10","2026-04-05","Closed","Transferred in full"
"ISA000002915","HB235853D","Emily","David","Walker","1990-06-04","Stock and Shares","No","10892.02","5905.10","2026-02-08","2026-02-20","14804.59","-3130.03","44.04","48644.00","2026-03-26","Cancelled","All funds withdrawn"
"ISA000002916","KT040534C","James","Patrick","Hall","1982-06-24","Innovative Finance","No","10892.28","16077.83","2025-12-05","2026-01-07","7662.54","1757.16","474.21","68182.69","2026-01-16","Closed","All funds withdrawn"
"ISA000002917","MY861993D","Jacob","Michael","Mitchell","1943-04-03","Life Time ISA","Yes","17344.39","5871.67","2025-10-09","2025-12-15","4681.67","860.67","-793.14","41097.82","2026-01-14","Void","Cancelled"
"ISA000002918","BK306047A","Thomas","Patrick","Wilson","1978-10-08","Innovative Finance","No","4870.52","853.53","2025-12-27","2026-01-29","3890.27","854.40","-55.20","10822.61","2026-02-25","Void","All funds withdrawn"
"ISA000002919","AT202267D","Mia","Samuel","Wilson","1961-05-23","Innovative Finance","Yes","7797.78","11175.43","2025-10-29","2026-02-25","6483.75","-2837.53","659.59","75617.70","2026-03-04","Void","Transferred in full"
"ISA000002920","PT283296C","Thomas","Alexander","Bennett","2000-05-15","Innovative Finance","No","10189.02","13578.06","2025-10-02","2026-01-25","9099.00","3286.16","-985.82","34881.57","2026-02-24","Void","Closed"
"ISA000002921","PB621697A","William","Alice","Murphy","1944-12-01","Innovative Finance","No","17929.05","12737.57","2025-06-28","2025-10-17","2487.09","2314.94","-119.93","25397.27","2026-03-27","Closed","Cancelled"
"ISA000002922","LH628517C","Evie","Marie","Roberts","1996-08-22","Life Time ISA","Yes","6316.73","5358.95","2025-10-17","2026-03-23","6132.39","177.88","300.00","38001.25","2026-03-29","Closed","Cancelled"
"ISA000002923","RX574766C","Sophia","Thomas","Clarke","1952-09-25","Life Time ISA","No","874.20","5478.31","2025-07-27","2025-09-03","3058.58","2816.19","42.49","31038.87","2026-03-28","Void","All funds withdrawn"
"ISA000002924","SL713665D","Sophia","Grace","Miller","1982-07-10","Stock and Shares","Yes","16833.49","12883.11","2026-01-25","2026-01-30","16125.79","2784.51","161.55","63149.86","2026-01-30","Closed","Closed"
"ISA000002925","PN349149A","Ruby","Michael","Roberts","1942-03-09","Stock and Shares","No","14571.17","3612.37","2025-11-23","2025-12-31","5820.98","679.98","-164.14","65651.78","2026-02-10","Void","Cancelled"
"ISA000002926","LN478263B","Theo","Samuel","Bennett","1984-11-10","Life Time ISA","Yes","310.66","7003.19","2025-05-20","2025-12-09","740.64","732.20","680.37","72949.02","2026-01-15","Closed","Transferred in full"
"ISA000002927","HW636493B","Noah","Benjamin","Jackson","2003-11-09","Stock and Shares","No","9158.28","9010.80","2025-04-23","2025-12-21","9641.48","1797.66","-77.34","85445.07","2026-01-19","Cancelled","Void"
"ISA000002928","WX382051C","George","Grace","Miller","1944-04-13","Stock and Shares","No","4357.81","17172.66","2025-11-21","2025-12-11","12371.34","-623.06","851.14","91567.99","2025-12-23","Closed","Cancelled"
"ISA000002929","KW670802A","Oscar","Rose","Allen","1972-10-11","Life Time ISA","Yes","18147.13","19825.76","2025-08-16","2025-09-17","16023.60","426.95","112.80","46297.72","2025-10-18","Void","All funds withdrawn"
"ISA000002930","SN161877D","Ethan","Olivia","Williams","1980-02-22","Life Time ISA","Yes","18593.83","3727.92","2025-11-26","2025-12-26","11965.98","2122.70","208.81","3095.27","2025-12-29","Closed","All funds withdrawn"
"ISA000002931","CP841011A","Mia","Olivia","Kelly","1959-03-20","Cash","Yes","13776.95","19992.87","2025-05-30","2025-08-02","17603.59","3451.41","-808.61","55916.64","2025-08-23","Closed","Cancelled"
"ISA000002932","LT334655D","Ruby","Ann","Young","2003-05-08","Innovative Finance","Yes","7922.25","7914.39","2025-09-14","2026-01-07","2545.27","3975.98","296.79","41570.35","2026-01-28","Void","All funds withdrawn"
"ISA000002933","MH148942A","Thomas","Joseph","Evans","2004-05-22","Cash","No","2361.57","4490.51","2025-08-09","2025-11-27","19463.35","3159.96","-476.26","78140.67","2026-01-15","Closed","Transferred in full"
"ISA000002934","SL244027C","Amelia","Joseph","Roberts","1960-06-05","Life Time ISA","No","2121.10","3869.33","2025-09-11","2026-03-13","12281.16","-2730.40","23.87","16265.66","2026-03-17","Cancelled","Transferred in full"
"ISA000002935","LT059426B","Lucas","Joseph","Lewis","1978-10-31","Innovative Finance","No","11853.80","17070.78","2025-08-11","2025-12-24","2636.46","3811.81","85.83","48181.00","2026-02-17","Closed","Void"
"ISA000002936","CR569102B","Hannah","Claire","Allen","1994-10-26","Life Time ISA","Yes","11272.37","5930.41","2025-11-03","2026-03-07","3156.42","3539.11","-756.19","50664.67","2026-03-10","Cancelled","All funds withdrawn"
"ISA000002937","HS130382D","Theo","Claire","Harris","2005-01-06","Life Time ISA","No","13291.34","3094.96","2025-06-20","2026-01-20","15169.31","1557.64","632.39","71237.90","2026-03-16","Cancelled","Transferred in full"
"ISA000002938","LH474135D","Henry","Samuel","Parker","1943-10-22","Cash","No","9252.88","18098.61","2025-12-26","2026-02-17","16934.66","3720.23","353.86","97231.58","2026-03-14","Closed","Closed"
"ISA000002939","SW692426D","Olivia","Olivia","Kelly","1943-09-09","Innovative Finance","No","17203.19","16563.76","2025-08-04","2025-11-18","16329.67","1713.74","735.09","43983.07","2026-03-09","Closed","Cancelled"
"ISA000002940","BY472067C","Lucas","Alexander","Carter","1963-01-27","Innovative Finance","No","16113.50","275.63","2025-07-24","2026-01-27","5365.83","1234.69","219.43","99815.87","2026-03-01","Void","Closed"
"ISA000002941","JJ729770A","Oliver","Alice","Robinson","1941-05-26","Life Time ISA","Yes","12878.68","11199.65","2026-01-26","2026-02-01","6460.82","1951.63","64.85","74001.84","2026-02-06","Void","Void"
"ISA000002942","EX807313A","Amelia","Alexander","Walker","1992-01-09","Innovative Finance","No","6898.24","12547.90","2025-06-11","2026-01-20","18153.95","2933.39","258.45","21398.19","2026-03-04","Cancelled","Cancelled"
"ISA000002943","EL945381D","Charlotte","Samuel","Young","2004-08-02","Cash","Yes","19445.57","8867.59","2025-11-12","2026-01-21","9648.35","2200.21","132.47","56493.68","2026-03-21","Closed","All funds withdrawn"
"ISA000002944","KW120312B","Sophia","Jane","Williams","1970-05-17","Stock and Shares","No","14231.44","3607.15","2025-11-25","2025-12-07","986.66","2024.59","252.73","45860.29","2026-01-16","Cancelled","All funds withdrawn"
"ISA000002945","KH313450B","Finley","Patrick","Robinson","1976-03-04","Cash","No","14242.75","2409.89","2025-05-21","2026-01-21","18294.16","2221.42","433.67","78495.13","2026-04-02","Void","All funds withdrawn"
"ISA000002946","WL877193B","Isla","Alexander","Morris","1940-07-26","Cash","No","9819.82","7114.61","2026-02-19","2026-04-03","14406.27","3125.27","550.70","5032.49","2026-04-04","Closed","All funds withdrawn"
"ISA000002947","SW204481B","Leo","Patrick","Cooper","1968-09-24","Cash","No","7319.72","13256.72","2025-07-16","2025-11-22","6713.38","3969.11","683.66","4687.71","2026-03-08","Void","Void"
"ISA000002948","HP478995A","Ethan","Thomas","Collins","1992-04-28","Innovative Finance","No","14916.91","4890.40","2025-10-03","2025-11-05","12685.58","3167.62","450.30","81757.35","2025-11-10","Cancelled","Transferred in full"
"ISA000002949","WC945354D","Poppy","Louise","Taylor","1980-04-04","Innovative Finance","No","12528.25","15697.87","2026-01-19","2026-03-09","13360.41","-1804.45","148.90","51192.72","2026-04-02","Void","Void"
"ISA000002950","EM233028C","Freya","William","Smith","1941-07-04","Cash","Yes","19608.76","6568.76","2025-08-14","2026-01-04","12635.99","737.08","229.23","58451.74","2026-01-25","Cancelled","Closed"
"ISA000002951","LN446524D","Logan","William","Hill","1980-01-30","Innovative Finance","Yes","468.67","17915.35","2025-07-22","2025-11-27","8859.52","1393.62","804.85","17000.44","2026-03-24","Closed","Closed"
"ISA000002952","MK525566B","Daisy","Elizabeth","Kelly","1973-11-15","Stock and Shares","No","12662.46","5305.52","2025-11-28","2026-03-26","16347.70","225.16","-667.96","50791.13","2026-04-03","Closed","Cancelled"
"ISA000002953","CE505524A","Jack","Ann","Taylor","1952-08-22","Innovative Finance","Yes","5683.31","9939.54","2025-08-13","2025-11-08","16977.31","1030.90","593.57","78569.07","2025-11-09","Closed","Void"
"ISA000002954","CL803796A","Jack","Samuel","White","1973-01-16","Cash","No","10523.47","880.02","2025-05-31","2026-04-03","509.89","1349.28","817.87","26661.66","2026-04-05","Closed","All funds withdrawn"
"ISA000002955","SK005339D","Henry","Joseph","Thompson","1979-12-28","Cash","Yes","12299.60","13137.65","2025-05-02","2025-11-28","12513.68","2207.96","350.78","71970.04","2026-03-17","Closed","Cancelled"
"ISA000002956","PW595599B","James","Ann","Bennett","1981-09-03","Innovative Finance","No","5179.11","7895.91","2026-01-20","2026-03-05","15487.02","2393.32","564.67","40545.39","2026-03-30","Void","All funds withdrawn"
"ISA000002957","HR952738B","Thomas","Claire","Baker","1942-10-25","Cash","Yes","11899.37","8886.98","2025-10-04","2026-02-12","5873.21","40.89","994.45","75705.86","2026-03-10","Closed","Void"
"ISA000002958","EM743399C","Grace","Joseph","Wright","1960-07-25","Cash","No","2395.70","517.56","2025-12-09","2025-12-30","13841.31","3131.70","327.69","54814.45","2026-01-26","Closed","Cancelled"
"ISA000002959","EY882589C","Ava","Rose","Harris","1940-02-27","Life Time ISA","Yes","10966.91","17906.57","2025-04-12","2025-07-28","9615.58","3575.26","105.59","77202.13","2025-10-23","Closed","Closed"
